Starling ID,Headwords,Gloss,chosen_abbr,llm_second,v1_choice,v2_choice,agrees_v1,agrees_v2
PDR584,*kak-,shell,AN_IN,PW_SR,AN_PI,FD_DI,,
PDR585,*kal-,"1 to get, accrue 2 to exist",MO_GO,PT_GO,PT_GO,PT_GO,,
PDR586,*kal-,to stir; turbid,MO_SH,FD_MX,FD_BO,FD_KD,,
PDR587,*kal-,"to shout, make noise",PW_TH,LM_SC,LM_SC,LM_SC,,
PDR588,*kàl-,"vessel; ship, boat",FD_PO,MO_SP,MO_SP,MO_SP,,
PDR589,*kal-,stone,PW_SR,PA_NA,PW_SR,PW_SR,YES,YES
PDR590,*kaḷ-,liquor,FD_WI,FD_DR,FD_BB,FD_WI,,YES
PDR591,*kaḷ-,threshing floor,AV_TF,PW_PF,AV_TF,AV_TF,YES,YES
PDR592,*kaḷ-,to steal; thief,PT_ST,EM_DC,PT_TH,PT_ST,,YES
PDR593,*kaḷ-,to uproot (weeds); to strip,AV_DI,AV_HO,AV_RO,AV_SS,,
PDR594,*kal-,female relative,MK_AU,MK_RE,MK_GM,MK_SW,,
PDR595,*kàl-,"mark, scar",BP_SH,BP_HA,WH_SH,CA_NE,,
PDR596,*kal- (*k̂-),to bite,BP_BI,PA_TE,BP_BI,BP_BI,YES,YES
PDR597,*kal-(aj-),to be mixed,FD_MX,PA_BI,FD_MX,FD_MX,YES,YES
PDR598,*kaḷ-i,milk-hedge (spurge),AV_PN,AV_TR,AN_PS,AN_PS,,
PSD550,*kaḻ-,to learn,MT_LE,MT_ST,MT_LE,MT_LE,YES,YES
PDR600,*kam-,ear-ring,CA_AD,CA_JW,CA_FR,CA_FR,,
PDR601,*kamb-i,wire,PA_CO,PA_GO,PA_RC,PA_RC,,
PDR602,*kamp-,a smell,SP_VO,SP_VS,SP_BD,SP_BD,,
PDR603,*kan-,angry; to burn,EM_AG,PW_FI,EM_AG,EM_AG,YES,YES
PDR604,*kaṇ-,eye,BP_EY,SR_HL,BP_EY,BP_EY,YES,YES
PDR605,*kaṇ-,"rope, neck-rope, necklace",PA_RC,CA_NC,CA_NC,CA_NC,,
PDR606,*kaṇ-,"knife, blade",PA_KF,AV_SI,FD_KN,FD_KN,,
PDR607,*kan-,to sound,SP_SO,SP_HE,LM_ST,SP_HE,,
PDR608,*kan-,"ripe, soft; to love, pity",EM_PT,SR_GW,EM_PT,FD_FR,YES,
PDR609,*kaṇav-,"mountain pass; gap, opening",PW_VA,SR_CN,PW_MH,PW_MH,,
PDR610,*kand-,"trench, ditch",SR_HL,DF_FP,WH_RT,AV_DI,,
PDR611,*kanḍ-,piece of flesh,BP_FL,FD_ME,BP_FL,BP_FL,YES,YES
PDR612,*kanḏ-,"scorched, burnt; black",PW_BU,SP_DC,PW_BU,PW_BU,YES,YES
PDR613,*kaṇ-ik-,stick; timber,PW_WD,AV_PN,PW_WD,PW_MT,YES,
PDR614,*kanṟ-,sapling,AN_CF,AV_TR,AN_MU,AV_TR,,
PDR615,*kant-,"to set, sink",MO_SI,MO_FA,MO_SI,MO_SI,YES,YES
PDR616,*kaṉ-,to dream,BP_DR,BP_SL,BP_DR,BP_DR,YES,YES
PDR617,*kap-,frog,AN_AN,AN_IN,AN_SK,AN_PI,,
PDR618,*kaP-,1 butterfly; cricket 2 bat,AN_IN,AN_BI,AN_IN,AN_IN,YES,YES
PDR619,*kap-,to cover,SR_CO,MO_FL,CA_VE,SR_CO,,YES
PDR620,*kap-,tribute,PT_TX,PT_IN,EM_GL,CA_VE,,
PDR621,*kaP-,"to bend, turn over",MO_TU,SR_PU,PA_BN,PA_BN,,
PDR622,*kapal-,ship,MO_SP,MO_BT,MO_SP,MO_SP,YES,YES
PDR623,*kar-,to melt,MO_FL,EM_PT,PA_RU,PA_PO,,
PDR624,*kar-,to sound,SP_SO,LM_VC,LM_ST,SP_HE,,
PDR625,*kar-,1 black 2 to burn,PW_BU,SP_BK,PW_BU,PW_BU,YES,YES
PDR626,*kar-,"1 bank 2 bridge, border",PW_SH,PW_ML,PT_BA,MO_BR,,
PDR627,*kar-,mould,PA_MD,SR_FS,PA_MD,PA_MD,YES,YES
PDR628,*kar-,rough,SP_RG,EM_BD,SP_RG,SP_RG,YES,YES
PDR629,*kar-,"to intend, desire",MT_IP,MT_TR,EM_DE,EM_DE,,
PDR630,*Kar-,cartilage,BP_BN,BP_BO,BP_KN,BP_BN,,YES
PDR631,*kar- (*-ṟ-?),"to hide, steal; to deceive",PT_ST,SR_HC,PT_TH,PT_ST,,YES
PDR632,*karaḍ-i,black bear,AN_BR,AN_AN,AN_BR,AN_BR,YES,YES
PDR633,*karaḷ-,intestines,BP_BS,BP_HR,BP_NV,BP_NV,,
PDR634,*karb-,"egg, foetus",BP_EG,BP_BO,BP_EG,BP_EG,YES,YES
PDR635,*kaṟ-,"stick, shaft, tooth",PW_WD,BP_TO,BP_TO,BP_TO,,
PDR636,*kaṟ-,"anger, enmity",EM_AG,SO_EN,EM_AG,EM_AG,YES,YES
PDR637,*kaṟ- (*-ḏ-),black,SP_BK,SP_CO,SP_BK,SP_BK,YES,YES
PDR638,*kaṟ- (*-ḏ-),vegetables,FD_VE,FD_FD,FD_VE,FD_VE,YES,YES
PDR639,*kaṟ-nḍ-,a k. of cloth,CA_CL,CA_CC,CA_CL,CA_CL,YES,YES
PDR640,*kaṟv-,hunger,FD_HU,FD_FD,FD_HU,FD_HU,YES,YES
PDR641,*kas-,bitter,SP_BI,FD_FD,SP_BI,SP_BI,YES,YES
PDR642,*kaṬ-,to cut to pieces,PA_CU,SR_DI,PA_CU,PA_CU,YES,YES
PDR643,*kat-,1 to cut down 2 knife,PA_KF,PA_CU,FD_KN,FD_KN,,
PDR644,*kaT-,to seize,PT_SG,PT_ST,PT_SG,PT_SG,YES,YES
PDR645,*kat- (?),to burn,PW_BU,PW_LK,PW_BU,PW_BU,YES,YES
PDR646,*kaṯ-kāj,chebulic myrobalan,FD_FR,FD_VE,FD_GP,FD_MF,,
PDR647,*kaṭ-,1 to shut 2 to tie up,PA_BI,SR_SH,TI_FI,SR_SH,,
PDR648,*kaṭ-,to pay,PT_PA,PT_OP,PT_PA,PT_PA,YES,YES
PDR649,*kaṭ-,"soup, decoction",FD_SB,FD_FD,FD_SB,FD_SB,YES,YES
PDR650,*kaṭil-,cot; litter; bed,DF_BD,DF_FR,DF_BD,DF_BD,YES,YES
PDR651,*kav-,to catch,PT_SG,PT_TA,AN_HU,PT_SG,,YES
PDR652,*kav- (*k̂-),1 to curse 2 scandal,RB_CU,LM_SC,RB_CU,RB_CU,YES,YES
PDR653,*kavŋ-,armpit,BP_AR,BP_FC,CA_BR,BP_FC,,
PDR654,*kaẓ-,to wash,PA_WA,SP_CN,PA_WA,PA_WA,YES,YES
PDR655,*kaẓ-,vulture,AN_BI,AN_AN,AN_BI,AN_BI,YES,YES
PDR656,*kaẓ-[al-],to loosen; loose,PA_BK,MO_FL,BP_FB,PA_SO,,
PDR657,*kaẓ-[c-],1 to defecate 2 to pass,BP_ED,MO_GO,BP_ED,BP_ED,YES,YES
PDR658,*kaẓd-,neck,BP_NK,BP_TR,BP_NK,BP_NK,YES,YES
PDR659,*kaǯ- (?),big,SR_XL,SR_SZ,SR_SZ,SR_XL,,YES
PDR660,*kaǯǯ-,"1 scab, itch 2 to scratch",BP_BI,SP_RG,BP_BI,BP_NA,YES,
PDR661,*kā-,to wait; to watch out,SR_RM,SO_HA,TI_DE,TI_DE,,
PDR662,*kāc-,"catechu, areca-nut",FD_VE,FD_FD,AN_CT,FD_NT,,
PDR663,*kāḍ-,weed,AV_PN,AV_GR,FD_PO,FD_PO,,
PDR664,*kāḍ-,"burnt, charred; lampblack",PW_BU,PW_AS,LJ_AR,PW_BU,,YES
PDR665,*kāḍ-,field; forest,AV_FC,PW_WF,PW_WF,PW_PF,,
PDR666,*kād-,"to fight, kill",WH_FI,BP_KI,WH_FI,WH_FI,YES,YES
PDR667,*kād- (?),ear,BP_EA,BP_BO,BP_EA,BP_EA,YES,YES
PDR668,*kāj-,fruit; bear fruit,AV_FL,FD_FR,FD_FR,FD_FR,,
PDR669,*kāj-,to be hot; dry,SP_HW,PW_FI,PA_WA,EM_DE,,
PDR670,*kāk-,crow,AN_BI,AN_AN,AN_BI,AN_CK,YES,
PDR671,*kāk-,suffering; fatigue; badness,EM_PS,PA_WS,EM_PS,EM_PS,YES,YES
PDR672,*kāl-,"leg, foot",BP_LE,BP_FT,BP_FT,BP_LE,,YES
PDR673,*kāl-,"canal, channel",PW_RS,AV_FC,MO_HP,PW_RS,,YES
PDR674,*kāḷ-,to burn,PW_BU,PW_FL,PW_BU,PW_BU,YES,YES
PDR675,*kālēj- (?),liver,BP_LV,BP_BO,BP_LV,BP_LV,YES,YES
PDR676,*kālṯ- (?),wind,PW_WI,PW_AI,PW_WI,PW_WI,YES,YES
PDR677,*kāḻ-,"to leak, flow",MO_FL,PW_RS,MO_FL,MO_FL,YES,YES
PDR678,*kāḻ-,to spit; to vomit,BP_VO,BP_SP,BP_SP,BP_SP,,
PDR679,*kāmb-,1 stalk 2 handle,AV_PN,PA_TO,WH_SP,AV_SH,,
PDR680,*kān-,forest,PW_WF,AV_GA,PW_WF,PW_WF,YES,YES
PDR681,*kāṇ-,to see,SP_SE,MT_UN,SP_SE,SP_LO,YES,
PDR682,*kār-,to gnaw,BP_BI,FD_EA,TI_FI,FD_SU,,
PDR683,*kā̆r-[ɣ-],1 salty 2 pungent,SP_SA,SP_ST,FD_SL,SP_SA,,YES
PDR684,*kāv-,carrying yoke,MO_CA,PA_TO,MO_YO,MO_YO,,
PDR685,*kāv-i,red ochre,SP_RD,CA_OI,SP_RD,SP_RD,YES,YES
PDR686,*kāẓud-,donkey,AN_AD,AN_LI,AN_AD,AN_AD,YES,YES
PDR687,*ke-,dark red,SP_RD,SP_CO,SP_RD,SP_RD,YES,YES
PDR688,*keḍ-,to lie (down),SR_LI,BP_SL,EM_LI,SR_LI,,YES
PDR689,*keḍ- (*k̂-?),"bush, shrub",AV_PN,AV_TR,AV_PN,AV_BI,YES,
PDR690,*keḏ-,"to close, shut",SR_SH,SR_CO,SR_SH,SR_SH,YES,YES
PDR691,*kej-,field,AV_FC,PW_PF,PW_PF,PW_PF,,
PDR692,*kej-,to do,PA_MA,PA_WV,TI_FI,PA_MA,,YES
PDR693,*kejḷ-,1 to say; to be understood 2 to hear,SP_HE,LM_SY,SP_HE,SP_HE,YES,YES
PDR694,*kel-,feather,BP_FE,AN_BI,BP_FE,BP_FE,YES,YES
PDR695,*kèl-,side,SR_SD,BP_BS,EM_GD,SR_SD,,YES
PDR696,*ken-,cheek; temple,BP_CK,BP_HE,BP_CK,BP_CK,YES,YES
PDR697,*keṇ-,"to arouse, irritate; to have sexual intercourse",EM_AG,SO_SQ,BP_SI,EM_PL,,
PDR698,*ker-,to warm by the fire,PW_FI,SP_HW,TI_WI,FD_RF,,
PDR699,*ker-,to scratch,PA_RU,PA_CU,PA_NA,PA_RU,,YES
PDR700,*Kerŋ-,feather,BP_FE,AN_BI,BP_FE,BP_FE,YES,YES
PDR701,*keṟ-,"to kill, destroy",BP_KI,PT_DE,BP_KI,PT_DE,YES,
PDR702,*kesaṟ- (*-i-),"mud, mire",PW_MU,PW_GS,PW_MU,PW_MU,YES,YES
PDR703,*kev-,ear,BP_EA,BP_BO,BP_EA,BP_EA,YES,YES
PDR704,*kē-,to lie,SR_LI,BP_SL,EM_LI,SR_LI,,YES
PDR705,*kēɣ-,"magpie, snipe",AN_BI,AN_AN,AN_BI,AN_BI,YES,YES
PDR706,*kēkVl (?),earth,PW_EL,PW_GS,PW_EL,PW_GS,YES,
PDR707,*kēḷ-,"to be friends with, ramify, multiply (as families)",SO_FR,SR_JU,SO_FR,MK_FM,YES,
PDR708,*kēnd- (?),feather,BP_FE,AN_BI,BP_FE,BP_FE,YES,YES
PDR709,*kēnd- (?),"to possess, buy",PT_OP,PT_BU,PT_OP,PT_OP,YES,YES
PDR710,*kēr-,side,SR_SD,SR_FS,EM_GD,SR_SD,,YES
PDR711,*kēr-,to shout; to crow,LM_SC,LM_VO,LM_SC,LM_SC,YES,YES
PDR712,*kēr-,to sing; to tell,LM_SG,LM_LG,LM_SG,LM_SG,YES,YES
PDR713,*kēr-,to lean against,PA_SH,MO_RL,BP_SD,SR_SI,,
PDR714,*kēs-,to shave,PA_CU,PA_WA,BP_BE,BP_BE,,
PDR715,*kēs- (?),neck,BP_NK,BP_BO,BP_NK,BP_NK,YES,YES
PDR716,*kēs-[mb-],a kind of yam,FD_VE,AV_PN,BP_YG,FD_FR,,
PDR717,*kic-,to pinch,PA_CU,PA_SH,BP_NA,PA_SR,,
PDR718,*kiḍ-,spark,PW_FI,PW_LG,PW_FL,EM_PA,,
PDR719,*kil-,to cry; to sound,LM_SC,EM_CW,EM_CW,EM_CW,,
PDR720,*kil-,small,SR_SM,QN_LF,QN_LF,QN_LF,,
PDR721,*kiḷ-,parrot,AN_BI,AN_AN,AN_BI,AN_BI,YES,YES
PDR722,*kiḷ-,"rust, verdigris",PA_SI,SP_BD,WH_SW,CA_JW,,
PDR723,*kIḷ-,"to dig up, stir",AV_DI,PA_CU,AV_DI,AV_DI,YES,YES
PDR724,*kin-,cold,SP_CD,PW_WE,TI_WI,SP_CD,,YES
PDR725,*kin-,to be angry,EM_AG,EM_RF,EM_AG,EM_AG,YES,YES
PDR726,*kind-,to sprinkle,PA_SO,PW_DU,FD_KD,PA_SO,,YES
PDR727,"*kinḍ-, *kenḍ-",to cut up; to dig in,PA_CU,PA_SH,AV_DI,PA_CU,,YES
PDR728,*kipr-,"shell, skull",BP_SK,AN_AN,BP_SK,BP_SK,YES,YES
PDR729,*kir-,ear,BP_EA,BP_BO,BP_EA,BP_EA,YES,YES
PDR730,*kiṟ-,1 small 2 young,SR_SM,TI_YG,TI_YG,TI_YG,,
PDR731,*kiṟ-,"anger, angry; displeased",EM_AG,EM_RF,EM_AG,EM_AG,YES,YES
PDR732,*kiṟl-,wrist,BP_AR,BP_FT,CA_BR,BP_EL,,
PDR733,*kit-,to tickle,SP_TV,BP_BO,BP_LC,EM_PL,,
PDR734,*Kiṭ-,to touch; near,SP_TV,MO_AP,SP_TV,SP_TV,YES,YES
PDR735,*kiẓ[i]-,to pluck,PA_DP,PA_CU,AV_PL,PA_CU,,
PDR736,*kīḏ- (*-ṟ-),to tear; to slash,PA_TE,PA_CU,PA_TE,PA_TE,YES,YES
PDR737,*kīḷ-,"to rend, split",PA_SP,PA_TE,PA_SP,PA_SP,YES,YES
PDR738,*kīp-,comb; to comb,CA_CB,AV_PN,CA_CB,CA_CB,YES,YES
PDR739,*kīr-,"herbs, greens",FD_VE,AV_PN,AV_PN,AV_PN,,
PDR740,*Kīr-,to be cold,SP_CD,BP_SM,TI_WI,SP_CD,,YES
PDR741,*kīṟ- (*-ḏ-),"to cry, call",LM_SC,LM_ST,EM_CW,EM_CW,,
PDR742,*kīẓ-,lower; beneath,SR_LO,SR_BO,SR_BO,SR_LO,,YES
PDR743,*kīẓ-,old,TI_OL,MK_HB,TI_OL,TI_OL,YES,YES
PDR744,*kobbar-,"coconut kernel, copra",FD_FR,FD_VE,AV_ST,FD_NT,,
PDR745,*kod-,to boil; to reduce to pulp,FD_BO,,FD_BO,FD_BO,YES,YES
PDR746,*koḍ-,"1 crook, curve 2 sickle",SR_CR,AV_SI,SR_HK,PA_BN,,
PDR747,*koḍ-,"point, peak",SR_PO,SR_EN,PW_MH,PW_MH,,
PDR748,*koḍ-,to give (to 3rd person),PT_GI,MO_BG,PT_GI,PT_GI,YES,YES
PDR749,*koḏ-,hen,AN_HC,AN_BI,AN_HN,AN_HN,,
PDR750,*koḏ-,to bite,BP_BI,FD_EA,BP_BI,BP_BI,YES,YES
PDR751,*koḏl-,millet,AV_GG,FD_FD,FD_ML,FD_ML,,
PDR752,*koɣ-,child,MK_CH,MK_BO,AN_KI,MK_CH,,YES
PDR753,*koj-,to reap,AV_MR,PA_CU,TI_AN,AV_MR,,YES
PDR754,*koj-,stick,PA_BE,AV_TR,PW_MT,PW_MT,,
PDR755,*Koj (?),smoke,PW_SM,PW_FI,PW_SM,PW_SM,YES,YES
PDR756,*kok-,"beak, bill",BP_MO,AN_BI,AN_BI,AN_CK,,
PDR757,*kol-,to kill,BP_KI,PA_SH,BP_KI,BP_KI,YES,YES
PDR758,*kol-,to forge,PA_SM,PA_FG,PA_FG,PA_FG,,
PDR759,*koḷ-,horse gram,FD_VE,,AN_HO,AN_HO,,
PDR760,*koḷ-,firebrand,PW_FI,PW_FL,PW_FI,PW_FL,YES,
PDR761,*Kol-,"to bend, curve",PA_BN,MO_TU,PA_BN,PA_BN,YES,YES
PDR762,*kol-,"valley, bay",PW_VA,PW_GB,PW_VA,PW_GB,YES,
PDR763,*kol- (?),tail,BP_TA,AN_BI,BP_TA,BP_TA,YES,YES
PDR764,*kom-,branch; horn,AV_BN,BP_HO,BP_HO,BP_HO,,
PDR765,*komb- (?),far,SR_FR,SR_NE,SR_FR,SR_FR,YES,YES
PDR766,*kon-,"tip, end",SR_PO,SR_EN,TI_FI,FD_SP,,
PDR767,*ko(n)c-,"little, few; small; mean, humble",SR_SM,QN_LF,QN_LF,QN_LF,,
PDR768,*kond-,dumb,MT_FS,LM_BS,MT_FS,MT_FS,YES,YES
PDR769,*konḍ-,tuft of hair; knob,BP_HA,AN_BI,BP_HA,BP_HA,YES,YES
PDR770,*konḏ-,hill,PW_MH,PW_SR,PW_MH,PW_MH,YES,YES
PDR771,*koŋ(k)-,"woman's breast, nipple",BP_BW,BP_HE,BP_BW,BP_BW,YES,YES
PDR772,*kop-,topknot of hair,BP_HA,CA_AD,BP_HA,CA_CB,YES,
PDR773,*kop-,women's ornament,CA_AD,CA_JW,MK_FS,CA_WD,,
PDR774,*Kopaḷ- (*-u-),"blister, bubble",BP_SH,PW_WV,CA_PI,CA_OI,,
PDR775,*kor- (*-u-),mud,PW_MU,PW_GS,PW_MU,PW_MU,YES,YES
PDR776,*korŋ-,"crane, heron",AN_BI,AN_FE,AN_BI,AN_BI,YES,YES
PDR777,*koṟ-,sheep,AN_SH,AN_GO,AN_SH,AN_SH,YES,YES
PDR778,*koṟ-,cold,SP_CD,PW_IC,TI_WI,SP_CD,,YES
PDR779,*koṟ- (*-ḏ-),"anger, angrily",EM_AG,EM_RF,EM_AG,EM_AG,YES,YES
PDR780,*kos- (?),to burn,PW_BU,EM_AG,PW_BU,PW_BU,YES,YES
PDR781,*kot-,to peck,PA_SH,AN_HU,AN_CK,PA_CV,,
PDR782,*kot- (?),new,TI_NW,TI_YG,TI_NW,TI_NW,YES,YES
PDR783,*koṭ-,to dig; to peck; to break,AV_DI,PA_SH,AV_DI,AV_DI,YES,YES
PDR784,*kovanS-,spider,AN_IN,AN_AN,AN_IN,AN_SK,YES,
PDR785,*koẓ-,"tube, pipe; hole, pit",PA_TO,DF_FR,AN_MU,BP_TR,,
PDR786,"*koẓ-, *koṇ-",to buy; to take,PT_BU,PT_TA,PT_BU,PT_BU,YES,YES
PDR787,*Koẓŋ-,neck; Adam's apple,BP_NK,BP_TR,FD_AP,BP_NK,,YES
PDR788,*koẓv-,fat,BP_FL,SR_XL,BP_LI,FD_BT,,
PDR789,*kō-,"to string, insert, thread",PA_BI,PA_PL,CA_TH,CA_TH,,
PDR790,*kō-,"1 king 2 palace, temple 3 high",SO_KK,RB_TM,RB_TM,RB_TM,,
PDR791,*kōc- (?),bone,BP_BN,AN_CB,BP_BN,BP_BN,YES,YES
PDR792,*kōḍ-,"bull, cow",AN_BU,AN_CO,AN_BU,AN_BU,YES,YES
PDR793,*kōḍ-,horn,BP_HO,AV_BN,BP_HO,BP_HO,YES,YES
PDR794,*kōḍ- (?),to lie down,SR_LI,BP_SL,EM_LI,SR_LI,,YES
PDR795,*kōl-,stick,PA_TO,AV_BN,PW_MT,PW_MT,,
PDR796,*kōl-,"largeness, big",SR_XL,SR_SZ,SR_XL,SR_XL,YES,YES
PDR797,*Kōḷ-,calumny; abuse,EM_LI,EM_DC,EM_TC,LJ_PY,,
PDR798,*kōl-,"belly, womb",BP_BS,BP_WO,BP_WO,BP_WO,,
PDR799,*kōṇ-,1 corner 2 crooked,SR_CN,SR_CR,SR_CN,SR_CR,YES,
PDR800,*kōnḍ-,"hook, curved",SR_HK,SR_CR,PA_BN,PA_BN,,
PDR801,*kōnd-,bull,AN_BU,AN_OX,AN_BU,AN_BU,YES,YES
PDR802,*kōnt-,monkey,AN_MK,AN_AN,AN_MK,AN_MK,YES,YES
PDR803,*kōp-,to tend cattle,AN_HE,AN_PV,AN_PV,AN_HE,,YES
PDR804,*kōr-,"to drink, eat (greedily)",FD_DR,FD_EA,FD_EA,FD_SU,,
PDR805,"*kōr-, *kUSar-","to desire, wish; bonus",EM_DE,EM_WW,EM_DE,EM_DE,YES,YES
PDR806,*kōṟ-,"1 to scratch 2 tusk, fang",PA_CU,BP_HO,TI_FI,WH_BA,,
PDR807,*kōṭ-ai,"fort, fortress",WH_FT,DF_HS,WH_FT,WH_FT,YES,YES
PDR808,*kō(v)-,"up, high; mountain",SR_HI,PW_MH,PW_MH,MO_RI,,
PDR809,*kō̆ẓ-,young; sprout,TI_YG,SR_SM,TI_YG,TI_YG,YES,YES
PDR810,*kōẓ-i,fowl,AN_HC,AN_BI,AN_GS,AN_HN,,
PDR811,*kuc-,"tassel, tuft; cluster",PA_BA,SR_FS,MO_HP,CA_CB,,
PDR812,*kud-,"to shake, agitate; to jump",MO_SH,MO_JL,MO_SH,MO_SH,YES,YES
PDR813,*kùḍ-,"pot, bowl",FD_PO,PA_GL,FD_BW,FD_BW,,
PDR814,*kudal-,a k. of tree,AV_TR,PW_WF,PW_TR,AV_TR,,YES
PDR815,*kuḍ-i-,to drink,FD_DR,FD_EA,FD_DR,FD_DR,YES,YES
PDR816,*kudir-,horse,AN_HO,AN_LI,AN_HO,AN_HO,YES,YES
PDR817,*kudir-,"to settle, fix, adjust",PA_MA,SR_RM,LJ_FI,DF_DW,,
PDR818,"*kUd-, *kUd-al-","to prattle, mumble",LM_ST,LM_SY,LM_SC,LM_BS,,
PDR819,*kuḏ-,"to cut, fell",PA_CU,PA_AX,PA_CU,PA_CU,YES,YES
PDR820,*kuḏuŋ-,thigh,BP_LE,BP_BO,BP_LE,BP_LE,YES,YES
PDR821,*kuɣ-il-,Indian cuckoo,AN_BI,AN_AN,AN_BI,AN_BI,YES,YES
PDR822,*kuK-,"to sit, squat",SR_SI,SR_PU,BP_KN,BP_LE,,
PDR823,*kuk- (?),head,BP_HE,PW_TH,BP_HE,BP_HE,YES,YES
PDR824,*kul-,1 to shake 2 to fear,MO_SH,EM_FF,MO_SH,MO_SH,YES,YES
PDR825,*kUḷ-,"pond, vessel; to run, leak from a vessel",PW_LA,FD_PO,PW_LA,PW_LA,YES,YES
PDR826,*kul-,"stalk, stem",AV_PN,PA_TO,AV_SS,AV_FO,,
PDR827,*kuḷ-,"to bathe, wash",PA_WA,BP_BB,PA_WA,PA_WA,YES,YES
PDR828,*kuḷ-,short,SR_SS,SP_CD,SR_SS,TI_LS,YES,
PDR829,*kuḷ- (?),cool,SP_CD,PW_WE,TI_NO,FD_BB,,
PDR830,*kuḷ- (?),to sit,SR_SI,MO_MO,SR_SI,SR_SI,YES,YES
PDR831,*kulur-,crane,AN_BI,AN_AN,WH_TW,AN_BI,,YES
PDR832,*kum-,"smell of embers, smoke",PW_SM,PW_FI,SP_BD,PW_SM,,YES
PDR833,*kUm-,a k. of basket,PA_BA,DF_FR,PA_BA,PA_BA,YES,YES
PDR834,*Kun-,to dance,MO_DA,MO_JL,MO_DA,MO_DA,YES,YES
PDR835,*kuń-,young of animal,MK_CH,MK_IN,AN_KI,AN_CF,,
PDR836,*kund-,log; pillar,PW_WD,PA_BE,PW_AS,PW_WD,,YES
PDR837,*kunḍ-,"buttock, anus",BP_BO,BP_FL,AN_AD,BP_NV,,
PDR838,*kun-i,bee,AN_BE,AN_IN,AN_BE,AN_BE,YES,YES
PDR839,*kunt-/*kud-,"to sit, squat",SR_SI,MO_MO,BP_KN,SR_SI,,YES
PDR840,*kunṭ-,lame,BP_WE,MO_WA,EM_SA,TI_SL,,
PDR841,*kup-,heap; stack,QN_MC,SR_SZ,PW_MU,PW_AS,,
PDR842,*kup-,hut; village,DF_HU,DF_HS,DF_HU,DF_HU,YES,YES
PDR843,*kup-,to jump,MO_JL,MO_DA,MO_JL,MO_JL,YES,YES
PDR844,*kur-,"antelope, deer",AN_DE,AN_AN,AN_DE,AN_DE,YES,YES
PDR845,*kur-,"to shrink, wither",MO_FA,SR_GW,PT_MS,TI_CE,,
PDR846,*kur-,brilliancy; silver,SP_BR,PW_LG,PA_SI,MT_OB,,
PDR847,*kur-,"seed, nut",AV_PN,FD_NT,FD_NT,FD_NT,,
PDR848,*kural-,voice; sound,LM_VO,BP_TR,LM_VO,LM_VO,YES,YES
PDR849,*kurc-,stump,PW_WD,AV_PN,FD_KN,AV_FO,,
PDR850,*kuriŋ-,bee,AN_BE,AN_IN,AN_BE,AN_BE,YES,YES
PDR851,*kurk-,a k. of basket,PA_BA,FD_VE,PA_BA,PA_BA,YES,YES
PDR852,*kùruḍ-,blind,BP_EY,BP_SI,SP_BR,SP_LL,,
PDR853,*kurud-,blood; red colour,BP_BL,SP_CO,BP_BL,BP_BL,YES,YES
PDR854,*kur[v]-,owl,AN_BI,AN_AN,AN_BI,AN_BI,YES,YES
PDR855,*kur[V]m-,spider,AN_IN,AN_AN,AN_IN,AN_IN,YES,YES
PDR856,*kur-Vŋ-,"to bend, fall down",MO_FA,SR_HI,PA_BN,PA_BN,,
PDR857,*kuṟ-,male calf; colt,AN_CF,AN_FC,AN_CF,AN_CF,YES,YES
PDR858,*kuṟ-,"to pound, pestle",PA_SH,FD_CO,PT_AS,PA_SH,,YES
PDR859,*kuṟ- (*-ḏ-),small,SR_SM,SR_SS,QN_LF,QN_LF,,
PDR860,*kùṟ- (*-ḏ-),name of a mountain tribe,SO_PP,SO_PN,SO_TC,SO_TC,,
PDR861,*kUṟaḍ- (*-ḏ-),"trunk, log, stump",PW_WD,PA_NA,BP_TA,PW_WD,,YES
PDR862,*kus-,potter caste,PA_PT,SO_NT,PA_PT,SO_TC,YES,
PDR863,*kuS-[Vr-],vegetables,FD_VE,FD_CO,FD_VE,FD_VE,YES,YES
PDR864,*kut-,1 to pierce 2 to dig,PA_CU,AV_DI,WH_SP,AV_DI,,
PDR865,*kut-,1 throat 2 neck,BP_TR,BP_NK,BP_TR,BP_TR,YES,YES
PDR866,*kuṭ-,to sew,CA_SE,PA_CU,CA_SE,CA_SE,YES,YES
PDR867,*kuẓ-,"to rot, become soft",MO_BO,BP_LL,PA_TE,BP_DD,,
PDR868,*kuẓ-u-,to sink,MO_SI,MO_FA,MO_SI,MO_SI,YES,YES
PDR869,*kū-,to call,LM_SC,LM_CS,LM_CS,LM_CN,,
PDR870,*kūḍ-,to assemble,SR_CG,SR_JU,BP_AR,PA_BU,,
PDR871,*kūd-i,pudendum muliebre,BP_PE,BP_BO,AN_BU,AN_PU,,
PDR872,*kūl-,"wages, pay",PT_WA,PT_EA,PT_WA,PT_WA,YES,YES
PDR873,*kūl-,to fall,MO_FA,MO_DR,MO_FA,MO_FA,YES,YES
PDR874,*kūn-,mushroom,FD_VE,AN_IN,AN_DU,FD_PE,,
PDR875,*kūr-,boil,BP_SS,BP_SH,FD_BO,FD_BO,,
PDR876,*kūr-,to bark; to sound,LM_VC,AN_DO,LM_SG,EM_GR,,
PDR877,*kūr-,"to be abundant, in excess",QN_MM,SR_GW,QN_MM,QN_EN,YES,
PDR878,*kūr-,sharp,SP_SP,SR_XL,SP_SP,SP_SP,YES,YES
